qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,stitle,staxids,sscinames,sphylums
contig_390,CAF0988202.1,34.6,272,169,3,3461,4252,18,282,2.2600000000000002e-29,140,CAF0988202.1 unnamed protein product [Brachionus calyciflorus],104777,Brachionus calyciflorus,Rotifera
contig_391,XP_046560915.1,26.5,976,575,20,28739,25865,80,930,7.859999999999999e-101,363,XP_046560915.1 LOW QUALITY PROTEIN: piwi-like protein 1 [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_392,CAD7198783.1,36.1,821,244,14,23610,25719,58,714,2.8299999999999996e-121,447,CAD7198783.1 unnamed protein product [Timema douglasi],61478,Timema douglasi,Arthropoda
contig_393,ELK12305.1,43.9,4058,1249,43,2145,13457,1419,4717,0,3028,"ELK12305.1 Dynein heavy chain 17, axonemal [Pteropus alecto]",9402,Pteropus alecto,Chordata
contig_394,YP_740739.1,23.9,522,298,19,1412,3,7,475,2.78e-6,64.3,YP_740739.1 heme maturase [Tetrahymena malaccensis],5901,Tetrahymena malaccensis,Ciliophora
contig_395,KAG0442155.1,34,467,275,10,46952,48292,4,455,7.46e-65,245,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_396,YP_010530156.1,25.1,1608,865,73,12365,16619,989,2433,2.63e-8,75.5,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_398,POE80612.1,38.5,561,274,8,7397,9016,153,661,8.599999999999999e-82,300,POE80612.1 ruvb-like 2 [Quercus suber],58331,Quercus suber,Streptophyta
contig_4,XP_045030620.1,25.8,720,425,15,2017,171,79,792,1.58e-54,219,XP_045030620.1 uncharacterized protein LOC123473640 [Daphnia magna],35525,Daphnia magna,Arthropoda
contig_400,XP_043255753.1,46.7,246,116,4,612,1322,54,291,2.88e-59,218,"XP_043255753.1 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial [Colletes gigas]",935657,Colletes gigas,Arthropoda
contig_401,KAG0432496.1,32.2,286,129,2,3444,4109,38,320,1.3299999999999999e-24,120,"KAG0432496.1 hypothetical protein DMUE_5493, partial [Dictyocoela muelleri]",279532,Dictyocoela muelleri,Microsporidia
contig_402,XP_001865922.2,37.4,107,67,0,2206,1886,152,258,7.3e-14,87.8,XP_001865922.2 enkurin [Culex quinquefasciatus],7176,Culex quinquefasciatus,Arthropoda
contig_404,XP_022093259.1,72.3,1251,237,12,7503,3761,1188,2329,0,1788,XP_022093259.1 pre-mRNA-processing-splicing factor 8 [Acanthaster planci],133434,Acanthaster planci,Echinodermata
contig_406,CAH3022445.1,29.6,659,375,13,11386,13233,48,656,7.349999999999999e-66,253,CAH3022445.1 unnamed protein product [Porites evermanni],104178,Porites evermanni,Cnidaria
contig_407,XP_039271363.1,41.9,155,46,2,29523,29985,145,255,2.25e-17,106,XP_039271363.1 ras GTPase-activating-like protein IQGAP1 isoform X2 [Styela clava],7725,Styela clava,Chordata
contig_408,XP_568980.1,37.1,213,129,3,748,1374,22,233,4.56e-30,135,"XP_568980.1 40s ribosomal protein s3ae-a (s1-a), putative [Cryptococcus neoformans var. neoformans JEC21]",214684;283643,Cryptococcus neoformans var. neoformans JEC210Cryptococcus neoformans var. neoformans B-3501A,Basidiomycota
contig_409,XP_033755738.1,29.3,471,310,8,7361,8729,2,461,1.93e-46,189,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_41,CAH0391294.1,36.5,170,82,5,3270,3776,132,276,7.33e-18,104,CAH0391294.1 unnamed protein product [Bemisia tabaci],7038,Bemisia tabaci,Arthropoda
contig_410,YP_009424459.1,26.5,1141,618,43,44549,41501,1226,2255,6.41e-12,89.4,YP_009424459.1 DNA-directed RNA polymerase subunit beta [Ulva flexuosa],83791,Ulva flexuosa,Chlorophyta
contig_411,KAI9551044.1,26.4,575,354,14,12922,11353,57,613,4.1899999999999997e-47,196,KAI9551044.1 putative zinc finger BED domain-containing protein 4-like [Daphnia sinensis],1820382,Daphnia sinensis,Arthropoda
contig_412,XP_033789819.1,24.5,531,290,12,7819,6291,44,483,3.96e-36,159,XP_033789819.1 ubiquitin carboxyl-terminal hydrolase 14 isoform X1 [Geotrypetes seraphini],260995,Geotrypetes seraphini,Chordata
contig_413,WP_259286135.1,28.9,350,206,16,4426,5387,106,438,1.04e-5,63.9,WP_259286135.1 hypothetical protein [Candidatus Nasuia deltocephalinicola],1160784,Candidatus Nasuia deltocephalinicola,Proteobacteria
contig_414,KAF7236623.1,39,957,309,7,30848,33542,69,802,1.0199999999999998e-183,600,KAF7236623.1 Ribonucleoside-diphosphate reductase large subunit [Varanus komodoensis],61221,Varanus komodoensis,Chordata
contig_415,CAC5362181.1,26.9,290,194,5,20302,21135,453,736,3.6899999999999996e-23,123,CAC5362181.1 inx [Mytilus coruscus],42192,Mytilus coruscus,Mollusca
contig_416,KAF7492561.1,45.7,350,167,6,78069,79118,129,455,1.1999999999999999e-89,316,KAF7492561.1 pre-mRNA 3' end processing protein WDR33 [Sarcoptes scabiei],52283,Sarcoptes scabiei,Arthropoda
contig_417,XP_033755738.1,33,464,287,10,7940,6608,5,461,2.96e-63,239,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_418,XP_033755738.1,35,477,282,10,38255,36902,5,476,4.9e-64,243,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_419,XP_017493521.1,42.9,476,227,14,10753,12114,69,519,3.49e-93,328,XP_017493521.1 PREDICTED: arginine kinase [Rhagoletis zephyria],28612,Rhagoletis zephyria,Arthropoda
contig_42,KAF7685601.1,32.7,324,208,2,21324,22270,4,320,9.650000000000001e-27,128,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_420,XP_011412783.2,46.6,408,110,4,24110,22893,76,375,1.48e-98,340,XP_011412783.2 ruvB-like 1 [Crassostrea gigas],29159,Crassostrea gigas,Mollusca
contig_421,KII63266.1,36.3,910,454,9,9283,11984,62,851,2.4299999999999995e-160,541,KII63266.1 Myosin-10 [Thelohanellus kitauei],669202,Thelohanellus kitauei,Cnidaria
contig_422,XP_033755738.1,30.1,528,341,12,5847,7369,5,523,5.509999999999999e-61,232,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_423,CAF3528622.1,22.2,553,400,13,9375,10985,68,602,9.33e-17,101,"CAF3528622.1 unnamed protein product, partial [Rotaria sp. Silwood2]",2762512,Rotaria sp. Silwood2,Rotifera
contig_424,NXS39486.1,48.4,273,114,9,8774,7983,996,1250,1.5100000000000002e-58,240,NXS39486.1 MSH6 protein [Balaeniceps rex],33584,Balaeniceps rex,Chordata
contig_425,WGH24777.1,26.6,530,301,19,8698,10158,63,539,7.69e-6,66.6,WGH24777.1 MAG: PD-(D/E)XK nuclease family protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_426,QUB02984.1,23.9,1474,813,60,8686,12659,638,1940,8.29e-13,90.1,QUB02984.1 RNA polymerase beta'' subunit [Ulva sp.],3117;2812607,Ulva prolifera0Ulva sp.,Chlorophyta
contig_427,XP_033755738.1,34.3,434,264,7,3908,2660,5,430,5.9200000000000006e-58,225,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_428,WGH24777.1,27.4,496,289,17,3518,2178,70,537,1.46e-6,68.2,WGH24777.1 MAG: PD-(D/E)XK nuclease family protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_429,XP_013180905.1,37.8,246,150,2,6710,5979,132,376,2.16e-45,184,XP_013180905.1 unnamed protein product [Papilio xuthus],66420,Papilio xuthus,Arthropoda
contig_43,EQB59987.1,43.9,123,58,2,655,287,104,215,1.23e-22,103,EQB59987.1 hypothetical protein NAPIS_ORF02435 [Vairimorpha apis BRL 01],1037528,Nosema apis BRL 01,Microsporidia
contig_430,XP_015913217.2,32.6,509,312,11,3748,2270,4,491,1.5699999999999996e-55,216,XP_015913217.2 tigger transposable element-derived protein 4-like [Parasteatoda tepidariorum],114398,Parasteatoda tepidariorum,Arthropoda
contig_431,KAG0418638.1,34.4,273,171,3,18321,19114,31,298,3.8e-25,123,KAG0418638.1 Transposable element Tcb1 transposase [Dictyocoela roeselum],288439,Dictyocoela roeselum,Microsporidia
contig_432,GFS98967.1,24,312,205,7,3305,4234,200,479,1.3e-10,82.8,GFS98967.1 vacuolar protein sorting-associated protein 52 homolog [Trichonephila clavipes],2585209,Trichonephila clavipes,Arthropoda
contig_433,KAF3840349.1,23.1,342,223,10,730,1695,113,432,1.98e-8,73.9,KAF3840349.1 hypothetical protein F7725_019066 [Dissostichus mawsoni],36200,Dissostichus mawsoni,Chordata
contig_435,NP_001384323.1,35.4,647,239,6,2128,336,167,682,5.15e-96,344,NP_001384323.1 vesicle-fusing ATPase isoform 1 [Gallus gallus],9031,Gallus gallus,Chordata
contig_436,CAH3026777.1,59,293,107,1,9384,8506,266,545,2.46e-42,185,CAH3026777.1 unnamed protein product [Porites evermanni],104178,Porites evermanni,Cnidaria
contig_437,XP_013772625.1,63.2,326,116,2,6339,5373,14,336,1.0399999999999999e-128,423,XP_013772625.1 GTP-binding protein 128up-like [Limulus polyphemus],6850,Limulus polyphemus,Arthropoda
contig_438,XP_033755738.1,32.7,449,283,7,6123,4833,5,450,2.37e-53,211,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_439,WGH24606.1,28,357,199,13,6260,7268,2,318,5.37e-8,70.9,WGH24606.1 MAG: hypothetical protein NHF92_00995 [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_440,KAF7687784.1,43.2,329,163,3,6090,5165,41,356,5.25e-46,183,KAF7687784.1 hypothetical protein CDIK_3019 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_441,KAG1714420.1,24,2350,1007,70,22391,28405,289,2196,4.0199999999999998e-81,316,KAG1714420.1 DNA-directed RNA polymerase III subunit RPC1 [Nymphon striatum],424472,Nymphon striatum,Arthropoda
contig_442,XP_046549186.1,36,453,260,9,20888,22164,15,463,1.11e-68,254,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_443,EPZ37083.1,31.8,1281,527,26,41196,37645,116,1142,6.419999999999999e-152,549,"EPZ37083.1 DNA-directed DNA polymerase, family B, exonuclease domain-containing protein [Rozella allomycis CSF55]",988480,Rozella allomycis CSF55,Cryptomycota
contig_445,WP_231181729.1,22.1,506,326,16,2495,3916,66,535,6.44e-10,79,WP_231181729.1 DUF2813 domain-containing protein [Clostridium botulinum],1491;1573940,Clostridium botulinum0Clostridium botulinum C/D,Firmicutes
contig_446,YP_003795218.1,27.2,383,218,16,2205,3240,60,414,9.53e-7,68.6,YP_003795218.1 ribosomal protein S4 [Proteromonas lacertae],42746,Proteromonas lacertae,0
contig_447,TBU06551.1,34.6,344,212,4,13109,12104,686,1022,1.34e-47,204,TBU06551.1 reverse transcriptase [Hamiltosporidium magnivora],148818,Hamiltosporidium magnivora,Microsporidia
contig_448,XP_652053.1,25.2,595,264,14,18346,16727,333,801,1.9400000000000002e-33,158,"XP_652053.1 regulator of nonsense transcripts, putative [Entamoeba histolytica HM-1:IMSS]",5759;294381,Entamoeba histolytica0Entamoeba histolytica HM-1:IMSS,Evosea
contig_449,YP_010530156.1,25.1,1652,894,72,10631,6131,485,1933,7.15e-19,109,YP_010530156.1 RNA polymerase b''-subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_45,YP_010530066.1,24.4,1314,779,48,703,4300,1088,2283,7.89e-4,60.5,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_451,CAG4974917.1,30.9,450,287,9,14656,15979,82,515,3.2e-53,210,CAG4974917.1 unnamed protein product [Colias eurytheme],42296,Colias eurytheme,Arthropoda
contig_452,CAF1446907.1,31.1,392,193,9,1657,503,47,364,1.97e-39,174,CAF1446907.1 unnamed protein product [Rotaria sp. Silwood1],2762511,Rotaria sp. Silwood1,Rotifera
contig_453,XP_054254394.1,40,423,188,3,110556,111809,80,441,3.7800000000000004e-91,320,XP_054254394.1 eukaryotic initiation factor 4A-III isoform X1 [Indicator indicator],1002788,Indicator indicator,Chordata
contig_454,KAA0203677.1,55.7,115,51,0,19814,20158,715,829,1.19e-30,149,KAA0203677.1 hypothetical protein HAZT_HAZT008202 [Hyalella azteca],294128,Hyalella azteca,Arthropoda
contig_455,XP_046549186.1,36,358,218,6,43476,44527,15,365,1.9799999999999997e-48,196,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_456,XP_039261174.1,27.4,164,97,6,1303,834,292,439,1.36e-4,60.8,XP_039261174.1 receptor-type tyrosine-protein phosphatase epsilon-like isoform X8 [Styela clava],7725,Styela clava,Chordata
contig_458,XP_023331806.1,53.3,169,69,2,956,1462,170,328,1.26e-43,186,XP_023331806.1 jmjC domain-containing histone demethylation protein 1-like [Eurytemora affinis],1294199,Eurytemora carolleeae,Arthropoda
contig_460,CAH1775663.1,48.7,300,126,8,9778,8879,233,504,3.81e-72,265,CAH1775663.1 unnamed protein product [Owenia fusiformis],6347,Owenia fusiformis,Annelida
contig_462,CAF0742788.1,31.9,693,282,19,13138,11143,245,770,2.98e-63,254,CAF0742788.1 unnamed protein product [Adineta steineri],433720,Adineta steineri,Rotifera
contig_463,XP_029635052.1,44.1,297,159,3,9691,10571,2,291,2.13e-61,227,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_464,XP_015782049.1,49.5,99,50,0,11359,11063,73,171,2.55e-16,94.4,XP_015782049.1 exosome complex component RRP40 [Tetranychus urticae],32264,Tetranychus urticae,Arthropoda
contig_465,CDM32876.1,39.3,140,78,3,2662,2264,23,162,6.35e-19,101,CDM32876.1 Hly-III-related [Penicillium roqueforti FM164],1365484,Penicillium roqueforti FM164,Ascomycota
contig_466,RHN68735.1,33.2,551,274,17,3074,1554,31,527,4.3e-63,246,RHN68735.1 putative histone deacetylase [Medicago truncatula],3880,Medicago truncatula,Streptophyta
contig_467,TPX73624.1,41.9,437,157,4,16720,18028,37,376,1.4099999999999998e-89,311,TPX73624.1 ribonucleoside-diphosphate reductase [Chytriomyces confervae],246404,Chytriomyces confervae,Chytridiomycota
contig_468,XP_033755738.1,32.4,485,306,8,10688,9290,5,483,4.8e-63,239,XP_033755738.1 tigger transposable element-derived protein 6-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_469,CAF0988202.1,33.4,515,299,11,16779,18251,17,509,8.19e-64,241,CAF0988202.1 unnamed protein product [Brachionus calyciflorus],104777,Brachionus calyciflorus,Rotifera
contig_47,CAD7280170.1,28.5,1110,356,20,63923,60905,181,949,2.76e-69,273,CAD7280170.1 unnamed protein product [Notodromas monacha],399045,Notodromas monacha,Arthropoda
contig_471,RDD47285.1,41.9,148,47,5,17573,18007,33,144,1.27e-15,99.4,RDD47285.1 G patch domain-containing protein 1 [Trichoplax sp. H2],287889,Trichoplax sp. H2,Placozoa
contig_472,YP_009642793.1,28.3,753,403,36,14768,16806,393,1072,1.41e-6,69.7,YP_009642793.1 Ycf2 [Reboulia hemisphaerica],37395,Reboulia hemisphaerica,Streptophyta
contig_473,CAE1163476.1,44.8,201,109,2,4399,4995,35,235,1.83e-40,181,CAE1163476.1 Luc7-like protein 3 [Sepia pharaonis],158019,Sepia pharaonis,Mollusca
contig_474,WP_208967072.1,26.7,540,300,24,15713,17145,91,593,1.87e-5,65.5,WP_208967072.1 glycine--tRNA ligase subunit beta [Candidatus Nardonella dryophthoridicola],1971485,Candidatus Nardonella dryophthoridicola,Proteobacteria
contig_475,ELT92733.1,31.2,125,79,4,8689,8321,37,156,9.74e-4,60.1,ELT92733.1 hypothetical protein CAPTEDRAFT_228832 [Capitella teleta],283909,Capitella teleta,Annelida
contig_476,XP_033743326.1,42,255,144,4,14821,15582,34,285,1.49e-54,209,XP_033743326.1 replication factor C subunit 3-like [Pecten maximus],6579,Pecten maximus,Mollusca
contig_478,KAG0442155.1,35.6,464,262,10,3737,5063,4,451,5.44e-75,273,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_479,ELW49572.1,21.6,694,417,14,18038,20091,30,602,2.0100000000000003e-27,136,"ELW49572.1 WD repeat-containing protein 26, partial [Tupaia chinensis]",246437,Tupaia chinensis,Chordata
contig_48,KAJ8315193.1,31.7,221,135,4,30136,29515,7,224,6.39e-20,108,KAJ8315193.1 hypothetical protein KUTeg_007343 [Tegillarca granosa],220873,Tegillarca granosa,Mollusca
contig_480,KAF7685601.1,39.9,328,190,3,7972,7003,5,325,1.07e-51,198,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_481,CAD8096133.1,22.4,255,182,8,7781,7041,195,441,7.99e-4,59.3,CAD8096133.1 unnamed protein product [Paramecium primaurelia],5886,Paramecium primaurelia,Ciliophora
contig_483,XP_043925694.1,29,386,256,7,1931,807,151,529,9.139999999999999e-37,166,XP_043925694.1 dynein axonemal heavy chain 10 [Protopterus annectens],7888,Protopterus annectens,Chordata
contig_484,KAF7685601.1,34.8,328,210,1,5630,6605,1,324,1.1199999999999998e-43,176,KAF7685601.1 hypothetical protein CDIK_3650 [Cucumispora dikerogammari],658444,Cucumispora dikerogammari,Microsporidia
contig_485,KAJ3211701.1,36.8,581,304,6,11325,9598,26,548,9.769999999999998e-107,367,KAJ3211701.1 T-complex protein 1 subunit alpha [Chytridiaceae sp. PML-2015],1774096,Chytridiaceae sp. PML-2015,Chytridiomycota
contig_486,WGH24690.1,27.3,1021,525,49,6693,9469,10,897,6.3e-9,75.9,WGH24690.1 MAG: hypothetical protein NHF92_00375 [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_487,KAI3648966.1,31.9,634,374,19,7011,8861,43,635,1.0299999999999999e-66,255,KAI3648966.1 hypothetical protein MP228_006820 [Amoeboaphelidium protococcarum],1243177,Amoeboaphelidium protococcarum,0
contig_488,XP_045030620.1,26.3,720,423,15,2098,253,79,792,1.0299999999999999e-56,226,XP_045030620.1 uncharacterized protein LOC123473640 [Daphnia magna],35525,Daphnia magna,Arthropoda
contig_489,XP_055534277.1,37,351,188,7,1492,2535,43,363,2.44e-47,203,XP_055534277.1 structural maintenance of chromosomes protein 2 [Wyeomyia smithii],174621,Wyeomyia smithii,Arthropoda
contig_490,YP_010004180.1,26.7,401,244,17,803,1963,454,814,6.88e-5,63.5,YP_010004180.1 hypothetical protein JXX58_pgp034 [Myurella julacea],186697,Myurella julacea,Streptophyta
contig_491,BBO58633.1,25.6,544,301,25,4007,2578,960,1457,4.47e-7,70.5,BBO58633.1 DNA-directed RNA polymerase subunit beta [Ulva australis],111616,Ulva australis,Chlorophyta
contig_492,XP_041350873.1,55.9,1584,612,13,56765,52071,28,1541,0,1727,XP_041350873.1 DNA-directed RNA polymerase II subunit RPB1-like [Gigantopelta aegis],1735272,Gigantopelta aegis,Mollusca
contig_493,XP_056320185.1,36.4,247,147,3,2590,3330,157,393,6.12e-39,165,XP_056320185.1 PCI domain-containing protein 2 [Danio aesculapii],1142201,Danio aesculapii,Chordata
contig_494,XP_037740809.1,51.3,335,92,5,24795,23807,197,464,1.72e-80,290,"XP_037740809.1 serine--tRNA ligase, cytoplasmic [Chelonia mydas]",8469,Chelonia mydas,Chordata
contig_495,XP_046549186.1,38,411,244,7,18730,19937,15,419,5.4800000000000005e-64,241,XP_046549186.1 tigger transposable element-derived protein 6-like [Haliotis rubra],36100,Haliotis rubra,Mollusca
contig_496,XP_010967311.1,36.1,1095,465,16,30161,33287,95,1002,1.8399999999999995e-183,613,XP_010967311.1 ATP-citrate synthase isoform X1 [Camelus bactrianus],9837;419612,Camelus bactrianus0Camelus ferus,Chordata
contig_497,OXU24767.1,46.8,519,199,5,8038,6491,68,510,4.89e-124,416,OXU24767.1 hypothetical protein TSAR_012500 [Trichomalopsis sarcophagae],543379,Trichomalopsis sarcophagae,Arthropoda
contig_498,CAD5120915.1,57,291,122,3,17220,18086,41,330,1.1399999999999998e-96,335,CAD5120915.1 DgyrCDS9469 [Dimorphilus gyrociliatus],2664684,Dimorphilus gyrociliatus,Annelida
contig_499,KAJ1649628.1,28.4,268,160,5,3300,2497,121,356,3.3e-15,92.4,KAJ1649628.1 H(+)-transporting V0 sector ATPase subunit d [Dispira simplex],2789359,Dispira simplex,Zoopagomycota
contig_50,XP_013404611.1,52.9,361,108,4,45683,44611,22,322,1.4099999999999998e-101,355,XP_013404611.1 APOBEC1 complementation factor isoform X2 [Lingula anatina],7574,Lingula anatina,Brachiopoda
contig_500,AQX44070.1,26.1,610,308,27,1373,2931,9,560,5.4e-4,58.9,AQX44070.1 DNA-directed RNA polymerase subunit B [Plasmodium ovale wallikeri],864142,Plasmodium ovale wallikeri,Apicomplexa
contig_502,YP_010147314.1,28.4,299,166,10,33,865,57,321,4.52e-6,60.1,YP_010147314.1 hypothetical protein K4Z05_mgp38 [Thuricola similis],2784598,Thuricola similis,Ciliophora
contig_503,YP_010530066.1,25.9,964,532,38,4297,6826,1149,2040,1.22e-10,82,YP_010530066.1 RNA polymerase b''-subunit [Ulva tepida],1451047,Ulva tepida,Chlorophyta
contig_504,MCB5229767.1,49,149,74,1,23344,23785,212,359,1.9e-27,131,MCB5229767.1 methionine adenosyltransferase [Candidatus Cloacimonadota bacterium],2030808,Candidatus Cloacimonetes bacterium,Candidatus Cloacimonetes
contig_505,CAG8674270.1,31.8,110,71,2,12637,12320,3,112,3.31e-7,69.3,"CAG8674270.1 11782_t:CDS:2, partial [Ambispora gerdemannii]",144530,Ambispora gerdemannii,Mucoromycota
contig_506,MDK2945824.1,34.9,358,177,10,17113,18171,269,575,6.549999999999999e-38,169,MDK2945824.1 polyribonucleotide nucleotidyltransferase [Geotoga sp.],2301222,Geotoga sp.,Thermotogae
contig_507,VUZ99277.1,26.4,394,239,13,5704,6774,484,859,1.11e-5,65.9,"VUZ99277.1 DNA-directed RNA polymerase subunit beta'', putative [Plasmodium vivax]",5855,Plasmodium vivax,Apicomplexa
contig_509,UFQ87295.1,25,1555,860,65,11569,7389,549,1940,1.56e-8,77,UFQ87295.1 RNA polymerase beta subunit [Ulva torta],932731,Ulva torta,Chlorophyta
contig_51,WGH26683.1,29,379,199,18,5073,4065,434,782,1.27e-4,62.4,WGH26683.1 MAG: UvrD-helicase domain-containing protein [Candidatus Shikimatogenerans bostrichidophilus],2943807,2943807,0
contig_510,XP_017247841.1,47.2,127,61,1,17286,16906,756,876,7.299999999999999e-24,125,XP_017247841.1 PREDICTED: ubiquitin carboxyl-terminal hydrolase 8-like [Daucus carota subsp. sativus],79200,Daucus carota subsp. sativus,Streptophyta
contig_511,CAF0988202.1,33.7,514,289,14,5806,4348,1,487,5.41e-51,203,CAF0988202.1 unnamed protein product [Brachionus calyciflorus],104777,Brachionus calyciflorus,Rotifera
contig_512,XP_029635052.1,46.1,271,142,1,8379,7573,4,270,6.08e-71,253,XP_029635052.1 uncharacterized protein LOC115210589 [Octopus sinensis],2607531,Octopus sinensis,Mollusca
contig_513,BBO58633.1,24.5,1410,828,61,8893,4991,1037,2309,4.55e-7,70.5,BBO58633.1 DNA-directed RNA polymerase subunit beta [Ulva australis],111616,Ulva australis,Chlorophyta
contig_514,KAA3674132.1,40.5,768,295,12,2876,5165,1,606,1.29e-163,533,"KAA3674132.1 ATP-binding cassette, sub-family E, member 1 [Paragonimus westermani]",34504,Paragonimus westermani,Platyhelminthes
contig_515,KAG0442155.1,33.5,534,302,14,4698,3168,4,507,1.0999999999999999e-74,273,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_516,XP_051698722.1,22.4,268,191,7,3279,4064,264,520,1.45e-11,85.1,XP_051698722.1 exocyst complex component 6B isoform X2 [Oryctolagus cuniculus],9986,Oryctolagus cuniculus,Chordata
contig_517,AKC35206.1,23.4,1782,996,81,5904,1163,849,2453,2.19e-6,67.4,AKC35206.1 DNA-directed RNA polymberase subunit beta [Ulva sp. UNA00071828],1641711,Ulva sp. UNA00071828,Chlorophyta
contig_518,CAJ0546450.1,91.1,313,0,1,495,1429,1,285,3.8999999999999994e-184,550,"CAJ0546450.1 Ff.00g115130.m01.CDS01, partial [Fusarium sp. VM40]",3049762,3049762,0
contig_519,KAG9347687.1,25.7,816,337,22,31516,33658,216,861,1.08e-43,189,KAG9347687.1 hypothetical protein JZ751_005261 [Albula glossodonta],121402,Albula glossodonta,Chordata
contig_52,EXX53800.1,33.3,535,323,13,45000,46539,22,543,1.1200000000000001e-73,272,EXX53800.1 Pdc2p [Rhizophagus irregularis DAOM 197198w],747089;1432141,Rhizophagus irregularis DAOM 181602=DAOM 1971980Rhizophagus irregularis DAOM 197198w,Mucoromycota
contig_520,CAH2099452.1,32.9,489,292,10,8734,7312,26,488,3.3199999999999996e-56,218,CAH2099452.1 unnamed protein product [Euphydryas editha],104508,Euphydryas editha,Arthropoda
contig_521,XP_045612068.1,40.4,664,265,10,11191,9210,533,1067,6.19e-127,445,XP_045612068.1 serine/threonine-protein kinase tousled-like 2 isoform X2 [Procambarus clarkii],6728,Procambarus clarkii,Arthropoda
contig_522,XP_041347231.1,38.3,386,216,8,2373,3490,30,405,1.1099999999999999e-56,218,XP_041347231.1 tigger transposable element-derived protein 4-like [Gigantopelta aegis],1735272,Gigantopelta aegis,Mollusca
contig_523,CAF0989001.1,26.2,1144,647,30,31167,34397,282,1289,2.4e-58,239,CAF0989001.1 unnamed protein product [Rotaria sordida],392033,Rotaria sordida,Rotifera
contig_524,KAG0442155.1,32.9,514,309,13,613,2087,3,499,5.64e-59,227,KAG0442155.1 Tigger transposable element-derived protein 6 [Dictyocoela muelleri],279532,Dictyocoela muelleri,Microsporidia
contig_525,WP_012057499.1,25.4,283,168,10,4503,5255,73,344,1.92e-4,62,WP_012057499.1 flagellar hook-length control protein FliK [Thermosipho melanesiensis],46541;391009,Thermosipho melanesiensis0Thermosipho melanesiensis BI429,Thermotogae
contig_526,KAF2074522.1,49.4,81,34,2,517,739,166,245,9.76e-14,87,KAF2074522.1 hypothetical protein CYY_004149 [Polysphondylium violaceum],133409,Polysphondylium violaceum,Evosea
contig_527,KAJ3445775.1,41.1,197,108,4,16573,15983,10,198,1.5e-30,136,KAJ3445775.1 proteasome subunit alpha type-4 [Anaeramoeba flamelloides],1746091,Anaeramoeba flamelloides,0
contig_528,XP_008619023.1,35.2,71,41,2,3477,3689,9,74,2.27e-4,54.3,XP_008619023.1 small nuclear ribonucleoprotein G [Saprolegnia diclina VS20],695850;1156394,Saprolegnia parasitica CBS 223.650Saprolegnia diclina VS20,Oomycota
contig_529,XP_030006278.1,31.3,496,297,10,24703,26091,3,485,1.8e-59,229,XP_030006278.1 tigger transposable element-derived protein 6-like [Sphaeramia orbicularis],375764,Sphaeramia orbicularis,Chordata
contig_53,CAE6471022.1,26.8,421,235,13,4091,2980,208,604,1.19e-15,98.6,CAE6471022.1 unnamed protein product [Rhizoctonia solani],456999,Rhizoctonia solani,Basidiomycota
